DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,2023-07-11,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
CHINA KING,Bronx,1213,EAST  233 STREET,10466.0,2023-12-11,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Compliance Inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Initial Inspection
HAPPY GARDEN,Bronx,1236-1238,SPOFFORD AVE,10474.0,2023-03-08,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
HAPPY GARDEN,Bronx,1236-1238,SPOFFORD AVE,10474.0,2023-03-08,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,2023-04-25,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
CHINA KING,Bronx,1213,EAST  233 STREET,10466.0,2023-12-11,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Compliance Inspection
CHINA KING,Bronx,1213,EAST  233 STREET,10466.0,2023-12-11,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Compliance Inspection
GREAT WALL NYC,Bronx,159,WEST TREMONT AVENUE,10453.0,2023-02-14,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,2023-04-25,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,2023-04-17,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Re-inspection
GREAT WALL NYC,Bronx,159,WEST TREMONT AVENUE,10453.0,2023-02-14,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
GREAT WALL NYC,Bronx,159,WEST TREMONT AVENUE,10453.0,2023-02-14,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Cycle Inspection / Re-inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Re-inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Cycle Inspection / Re-inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
HAPPY GARDEN,Bronx,1236-1238,SPOFFORD AVE,10474.0,2023-03-08,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection
NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,2023-07-11,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,2023-04-25,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Re-inspection
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,2023-04-25,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,2023-04-17,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,2023-04-17,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
CHINA KING,Bronx,1213,EAST  233 STREET,10466.0,2023-12-11,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,Cycle Inspection / Compliance Inspection
GREAT WALL NYC,Bronx,159,WEST TREMONT AVENUE,10453.0,2023-02-14,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
HAPPY GARDEN,Bronx,1236-1238,SPOFFORD AVE,10474.0,2023-03-08,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,2023-04-25,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,2023-07-11,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
CHINA KING,Bronx,1213,EAST  233 STREET,10466.0,2023-12-11,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Compliance Inspection
CHINA KING,Bronx,1213,EAST  233 STREET,10466.0,2023-12-11,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Compliance Inspection
NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,2023-07-11,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Initial Inspection
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,2023-04-17,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
HAPPY GARDEN,Bronx,1236-1238,SPOFFORD AVE,10474.0,2023-03-08,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Initial Inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Cycle Inspection / Re-inspection
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,2023-04-25,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
GREAT WALL NYC,Bronx,159,WEST TREMONT AVENUE,10453.0,2023-02-14,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,2023-07-11,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,2023-04-17,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
MING WONG,Bronx,29,WEST BURNSIDE AVENUE,10453.0,2023-05-22,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,2023-10-10,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,2023-04-17,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Re-inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,Pre-permit (Operational) / Initial Inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,Cycle Inspection / Initial Inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219.0,2023-08-28,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219.0,2023-08-28,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Initial Inspection
PANDA EXPRESS,Brooklyn,423,FULTON STREET,11201.0,2023-10-06,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,Cycle Inspection / Initial Inspection
GOLD BAMBOO GARDEN RESTAURANT,Brooklyn,6409,8 AVENUE,11220.0,2023-12-27,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223.0,2023-03-14,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
CHINA 1,Brooklyn,2851,86 STREET,11223.0,2023-03-14,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2023-10-05,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Compliance Inspection
GOLD BAMBOO GARDEN RESTAURANT,Brooklyn,6409,8 AVENUE,11220.0,2023-12-27,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,2023-03-30,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Cycle Inspection / Re-inspection
CHINA 1,Brooklyn,2851,86 STREET,11223.0,2023-03-14,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,2023-03-30,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219.0,2023-08-28,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Re-inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Pre-permit (Operational) / Initial Inspection
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,2023-01-11,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
DI DI RESTAURANT,Brooklyn,2318,NOSTRAND AVENUE,11210.0,2023-01-09,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Cycle Inspection / Re-inspection
CHINA 1,Brooklyn,2851,86 STREET,11223.0,2023-03-14,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Cycle Inspection / Re-inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223.0,2023-03-14,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Pre-permit (Operational) / Initial Inspection
NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249.0,2023-06-15,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Initial Inspection
NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249.0,2023-06-15,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,Pre-permit (Operational) / Initial Inspection
GOLD BAMBOO GARDEN RESTAURANT,Brooklyn,6409,8 AVENUE,11220.0,2023-12-27,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,Thawing procedure improper.,Not Critical,Cycle Inspection / Re-inspection
NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249.0,2023-06-15,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,2023-01-11,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Re-inspection
NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223.0,2023-03-14,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,Cycle Inspection / Re-inspection
NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223.0,2023-03-14,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,Cycle Inspection / Initial Inspection
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,2023-03-30,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,Pre-permit (Operational) / Initial Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2023-10-05,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Compliance Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,Pre-permit (Operational) / Initial Inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,Cycle Inspection / Initial Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,Hot TCS food item not held at or above 140 °F.,Critical,Pre-permit (Operational) / Initial Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,Pre-permit (Operational) / Initial Inspection
