DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
CARNATION RESTAURANT,Brooklyn,2310,86 STREET,11214.0,2024-08-28,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
DOUBLE DRAGON RESTAURANT,Brooklyn,7714,13 AVENUE,11228.0,2024-09-24,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,2024-11-13,Thawing procedure improper.,Not Critical,Cycle Inspection / Re-inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2024-12-09,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
CHINA TASTES,Brooklyn,627,SUTTER AVENUE,11207.0,2024-04-15,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2024-06-26,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2024-06-26,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
DOUBLE DRAGON RESTAURANT,Brooklyn,7714,13 AVENUE,11228.0,2024-09-24,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
CHINA TASTES,Brooklyn,627,SUTTER AVENUE,11207.0,2024-04-15,Thawing procedure improper.,Not Critical,Cycle Inspection / Re-inspection
SUPER RICE,Brooklyn,6515,18 AVENUE,11204.0,2024-07-11,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,2024-05-29,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
LUCKY CHANCE,Brooklyn,395,REMSEN AVENUE,11212.0,2024-12-17,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,2024-11-13,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,Cycle Inspection / Re-inspection
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,2024-05-02,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
CHOPSTIX,Brooklyn,8405,5 AVENUE,11209.0,2024-03-11,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Initial Inspection
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,2024-05-02,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
CARNATION RESTAURANT,Brooklyn,2310,86 STREET,11214.0,2024-08-28,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,Cycle Inspection / Re-inspection
SUPER RICE,Brooklyn,6515,18 AVENUE,11204.0,2024-07-11,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
SUPER RICE,Brooklyn,6515,18 AVENUE,11204.0,2024-07-11,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Initial Inspection
KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,2024-11-21,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Pre-permit (Operational) / Reopening Inspection
CHOPSTIX,Brooklyn,8405,5 AVENUE,11209.0,2024-03-11,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
FAMOUS CITY KITCHEN,Brooklyn,5311,7 AVENUE,11220.0,2024-09-18,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
LUCKY CHANCE,Brooklyn,395,REMSEN AVENUE,11212.0,2024-12-17,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection
CHOPSTIX,Brooklyn,8405,5 AVENUE,11209.0,2024-03-11,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
SUPER RICE,Brooklyn,6515,18 AVENUE,11204.0,2024-07-11,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,2024-05-02,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2024-06-26,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2024-06-26,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2024-06-26,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",Critical,Cycle Inspection / Initial Inspection
KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,2024-11-18,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Compliance Inspection
DOUBLE DRAGON RESTAURANT,Brooklyn,7714,13 AVENUE,11228.0,2024-09-24,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
FAMOUS CITY KITCHEN,Brooklyn,5311,7 AVENUE,11220.0,2024-09-18,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Initial Inspection
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,2024-05-29,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
FAMOUS CITY KITCHEN,Brooklyn,5311,7 AVENUE,11220.0,2024-09-18,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection
KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,2024-11-21,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Reopening Inspection
LUCKY CHANCE,Brooklyn,395,REMSEN AVENUE,11212.0,2024-12-17,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Cycle Inspection / Re-inspection
FAMOUS CITY KITCHEN,Brooklyn,5311,7 AVENUE,11220.0,2024-09-18,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
CHINA TASTES,Brooklyn,627,SUTTER AVENUE,11207.0,2024-04-15,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
JUMBO HOUSE,Brooklyn,942,UTICA AVENUE,11203.0,2024-05-22,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
SPRING GARDEN RESTAURANT,Brooklyn,2689,ATLANTIC AVENUE,11207.0,2024-04-18,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,2024-05-29,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Cycle Inspection / Initial Inspection
CHOPSTIX,Brooklyn,8405,5 AVENUE,11209.0,2024-03-11,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2024-12-09,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2024-12-09,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
LUCKY CHANCE,Brooklyn,395,REMSEN AVENUE,11212.0,2024-12-17,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
JUMBO HOUSE,Brooklyn,942,UTICA AVENUE,11203.0,2024-05-22,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Initial Inspection
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,2024-05-02,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,2024-11-13,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,Cycle Inspection / Re-inspection
CHINA TASTES,Brooklyn,627,SUTTER AVENUE,11207.0,2024-04-15,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Re-inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2024-08-15,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,Cycle Inspection / Re-inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,Cycle Inspection / Initial Inspection
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,2024-05-29,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
JUMBO HOUSE,Brooklyn,942,UTICA AVENUE,11203.0,2024-05-22,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,2024-11-13,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Re-inspection
CARNATION RESTAURANT,Brooklyn,2310,86 STREET,11214.0,2024-08-28,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
LUCKY CHANCE,Brooklyn,395,REMSEN AVENUE,11212.0,2024-12-17,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Re-inspection
CARNATION RESTAURANT,Brooklyn,2310,86 STREET,11214.0,2024-08-28,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,2024-05-29,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,1082,BEDFORD AVENUE,11216.0,2024-05-29,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
DRAGON KING RESTAURANT,Brooklyn,1078,NOSTRAND AVENUE,11225.0,2024-09-19,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Initial Inspection
JUMBO HOUSE,Brooklyn,942,UTICA AVENUE,11203.0,2024-05-22,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,Cycle Inspection / Initial Inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2024-12-09,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
DRAGON KING RESTAURANT,Brooklyn,1078,NOSTRAND AVENUE,11225.0,2024-09-19,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Cycle Inspection / Initial Inspection
KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,2024-11-18,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Compliance Inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,Thawing procedure improper.,Not Critical,Cycle Inspection / Initial Inspection
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,2024-11-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,2024-11-13,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,2024-02-09,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2024-08-15,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
NEW IMPERIAL KITCHEN,Brooklyn,1120,FULTON STREET,11238.0,2024-03-18,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,2024-05-02,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
FAMOUS CITY KITCHEN,Brooklyn,5311,7 AVENUE,11220.0,2024-09-18,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,2024-11-18,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Pre-permit (Operational) / Compliance Inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2024-12-09,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2024-08-15,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2024-12-09,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
VIP COFFEE II,Brooklyn,2214,86 STREET,11214.0,2024-05-02,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,2024-10-27,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
SUPER RICE,Brooklyn,6515,18 AVENUE,11204.0,2024-07-11,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
CARNATION RESTAURANT,Brooklyn,2310,86 STREET,11214.0,2024-08-28,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2024-08-15,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
DRAGON KING RESTAURANT,Brooklyn,1078,NOSTRAND AVENUE,11225.0,2024-09-19,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
