DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
EMPIRE CHINESE,Brooklyn,2702,AVENUE U,11229.0,2025-02-04,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2025-03-19,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,Administrative Miscellaneous / Initial Inspection
GOLDEN DRAGON,Brooklyn,394,METROPOLITAN AVENUE,11211.0,2025-02-05,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
MAIYAMI BAKERY,Brooklyn,6613,18 AVENUE,11204.0,2025-01-03,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2025-03-19,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
GOLDEN DRAGON,Brooklyn,394,METROPOLITAN AVENUE,11211.0,2025-02-05,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
MAIYAMI BAKERY,Brooklyn,6613,18 AVENUE,11204.0,2025-01-03,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
GOLDEN DRAGON,Brooklyn,394,METROPOLITAN AVENUE,11211.0,2025-02-05,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
MAIYAMI BAKERY,Brooklyn,6613,18 AVENUE,11204.0,2025-01-03,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2025-03-19,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2025-03-19,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
GOLDEN DRAGON,Brooklyn,394,METROPOLITAN AVENUE,11211.0,2025-02-05,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Re-inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2025-03-19,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,Cycle Inspection / Initial Inspection
EMPIRE CHINESE,Brooklyn,2702,AVENUE U,11229.0,2025-02-04,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
MAIYAMI BAKERY,Brooklyn,6613,18 AVENUE,11204.0,2025-01-03,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2025-03-19,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Pre-permit (Operational) / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-27,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Pre-permit (Operational) / Reopening Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Pre-permit (Operational) / Initial Inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Pre-permit (Operational) / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,Hot TCS food item not held at or above 140 °F.,Critical,Pre-permit (Operational) / Initial Inspection
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2025-03-19,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Pre-permit (Operational) / Initial Inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Re-inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-25,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Reopening Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-25,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,Administrative Miscellaneous / Reopening Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,Cycle Inspection / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Pre-permit (Operational) / Initial Inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Re-inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-25,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Reopening Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-25,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Pre-permit (Operational) / Reopening Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Pre-permit (Operational) / Initial Inspection
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2025-03-19,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Pre-permit (Operational) / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,Cycle Inspection / Re-inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-27,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Reopening Inspection
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2025-03-19,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,Cycle Inspection / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Initial Inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Pre-permit (Operational) / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Pre-permit (Operational) / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Pre-permit (Operational) / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Pre-permit (Operational) / Initial Inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Pre-permit (Operational) / Initial Inspection
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2025-03-19,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2025-03-19,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Initial Inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-20,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Initial Inspection
BITES OF XIAN 88,Manhattan,1711,2 AVENUE,10128.0,2025-01-13,Hot TCS food item not held at or above 140 °F.,Critical,Pre-permit (Operational) / Initial Inspection
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013.0,2025-01-17,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003.0,2025-01-06,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
WE NOODLE,Manhattan,134,EAST   27 STREET,10016.0,2025-03-25,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Reopening Inspection
GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2025-03-19,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Cycle Inspection / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Pre-permit (Operational) / Initial Inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,Cycle Inspection / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
HONG KONG EATS,Queens,4412,KISSENA BLVD,11355.0,2025-01-30,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Cycle Inspection / Re-inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Cycle Inspection / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Re-inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,Thawing procedure improper.,Not Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,Pre-permit (Operational) / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,Pre-permit (Operational) / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Pre-permit (Operational) / Re-inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Pre-permit (Operational) / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Initial Inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,Pre-permit (Operational) / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,Pre-permit (Operational) / Re-inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Pre-permit (Operational) / Re-inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,Pre-permit (Operational) / Re-inspection
