DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
DUMPLING MAN,Manhattan,100,SAINT MARKS PLACE,10009.0,[Timestamp('2022-02-02 00:00:00')],"[""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.', 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
DYNASTY TASTE LAM,Bronx,539A,EAST TREMONT AVENUE,10457.0,[Timestamp('2022-07-06 00:00:00')],"['After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,[Timestamp('2022-09-27 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Hot TCS food item not held at or above 140 °F.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,[Timestamp('2022-06-09 00:00:00')],"['Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Food contact surface not properly maintained.', 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', 'Hot food item not held at or above 140º F.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
HAPPY GARDEN,Brooklyn,370,UTICA AVENUE,11213.0,[Timestamp('2022-09-27 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Hot TCS food item not held at or above 140 °F.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', ""Live roaches in facility's food or non-food area."", 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
HAPPY HOUSE,Brooklyn,1,SUTTER AVENUE,11212.0,[Timestamp('2022-09-21 00:00:00')],"[""Live roaches in facility's food or non-food area."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,5014-16,8TH AVE,11220.0,[Timestamp('2022-05-11 00:00:00')],"['Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Hot food item not held at or above 140º F.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', ""Live roaches present in facility's food and/or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
HOMETOWN CUISINE,Brooklyn,5017,8 AVENUE,11220.0,[Timestamp('2022-11-22 00:00:00')],"['Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Hot TCS food item not held at or above 140 °F.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Thawing procedure improper.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
HOP KEE RESTAURANT,Manhattan,21,MOTT STREET,10013.0,[Timestamp('2022-09-14 00:00:00')],"['Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
HUNAN CAFE,Queens,13740,NORTHERN BLVD,11354.0,[Timestamp('2022-07-11 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', ""Evidence of rats or live rats in establishment's food or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
HWA YUAN SZECHUAN,Manhattan,42,EAST BROADWAY,10002.0,[Timestamp('2022-08-09 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Live roaches in facility's food or non-food area."", 'Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
INCREDIBOWL,Queens,133-35,ROOSEVELT AVENUE,11354.0,[Timestamp('2022-03-03 00:00:00')],"[""Evidence of rats or live rats present in facility's food and/or non-food areas."", 'Single service item reused, improperly stored, dispensed; not used when required.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Live roaches present in facility's food and/or non-food areas."", 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
J & K GOURMET,Queens,2302,COLLEGE POINT BLVD,11356.0,[Timestamp('2022-04-27 00:00:00')],"[""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Hot food item not held at or above 140º F.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Live roaches present in facility's food and/or non-food areas."", 'HACCP plan not approved or approved HACCP plan not maintained on premises.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
JING JIANG SEAFOOD RESTAURANT,Brooklyn,4619,8 AVENUE,11220.0,[Timestamp('2022-08-23 00:00:00')],"['Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
JUMBO CHINESE KITCHEN,Queens,113-04,JAMAICA AVENUE,11418.0,[Timestamp('2022-09-01 00:00:00')],"[""Live roaches in facility's food or non-food area."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
JUNE'S BAKERY & CAFE,Brooklyn,1505,AVENUE U,11229.0,[Timestamp('2022-02-24 00:00:00')],"[""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', 'Hot food item not held at or above 140º F.']","['Critical', 'Not Critical']",['Pre-permit (Operational) / Initial Inspection']
JUNZI KITCHEN,Manhattan,2896,BROADWAY,10025.0,[Timestamp('2022-06-16 00:00:00')],"['Food Protection Certificate not held by supervisor of food operations.', 'Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
KAN WAH CHINESE RESTAURANT,Queens,5912,MAIN ST,11355.0,[Timestamp('2022-08-09 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
KING'S CHEF,Queens,15327,CROSS ISLAND PARKWAY,11357.0,[Timestamp('2022-11-07 00:00:00')],"['Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Live roaches in facility's food or non-food area."", 'Thawing procedure improper.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
KULU DESSERTS / DUMPLING TOWN,Queens,86-55,BROADWAY,11373.0,[Timestamp('2022-04-18 00:00:00')],"['Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
LANZHOU BEEF NOODLE,Queens,13693,37TH AVE,11354.0,[Timestamp('2022-11-02 00:00:00')],"['Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', ""Live roaches in facility's food or non-food area.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013.0,[Timestamp('2022-05-12 00:00:00')],"['Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Live roaches present in facility's food and/or non-food areas."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Hot food item not held at or above 140º F.', 'Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
